year;country;geo;category_key;category_label;product;prod_code;price_eur_tonne;avg_temp_c
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;1274,6;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Garlic - prices per 100 kg;4199906;1059,9;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Leeks in the open - prices per 100 kg;4199903;338,29999999999995;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Lettuce in the open: all qualities - prices per 100 kg;4192100;610,1;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;143,2;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Red cabbage: all qualities - prices per 100 kg;4191200;134,2;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Savoy cabbage: all qualities - prices per 100 kg;4191300;160,9;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Spinach - prices per 100 kg;4193000;80,1;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);Tomatoes in the open: all qualities - prices per 100 kg;4121000;611,3000000000001;9,659
2000;Czechia;CZ;vegetables;Vegetables (fresh market/transplant);White cabbage: all qualities - prices per 100 kg;4191100;96,9;9,659
2000;Denmark;DK;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;125,7;-16,8245
2000;Denmark;DK;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;124,0;-16,8245
2000;Denmark;DK;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;192,8;-16,8245
2000;Denmark;DK;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;109,9;-16,8245
2000;Denmark;DK;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;119,3;-16,8245
2000;Denmark;DK;orchards;Orchards/Vineyards (perennial);Blackcurrants - prices per 100 kg;6199300;2141,2;-16,8245
2000;Denmark;DK;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;472,2;-16,8245
2000;Denmark;DK;orchards;Orchards/Vineyards (perennial);Dessert pears: all varieties - prices per 100 kg;6120000;554,0999999999999;-16,8245
2000;Denmark;DK;orchards;Orchards/Vineyards (perennial);Plums: all varieties  - prices per 100 kg;6192000;1232,9;-16,8245
2000;Denmark;DK;orchards;Orchards/Vineyards (perennial);Raspberries - prices per 100 kg;6199200;6526,900000000001;-16,8245
2000;Denmark;DK;orchards;Orchards/Vineyards (perennial);Strawberries in the open - prices per 100 kg;6193100;2237,8;-16,8245
2000;Denmark;DK;orchards;Orchards/Vineyards (perennial);Strawberries: all types of production - prices per 100 kg;6193000;2237,8;-16,8245
2000;Denmark;DK;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;167,7;-16,8245
2000;Denmark;DK;rowCrops;Row crops;Sugar beet: unit value - prices per 1000 kg;2400000;47,22;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;301,90000000000003;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;744,5999999999999;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);Cucumbers under glass: all qualities - prices per 100 kg;4194200;883,1999999999999;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;3237,3;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);Lettuce under glass: all qualities - prices per 100 kg;4192200;1452,1;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;158,3;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;970,0;-16,8245
2000;Denmark;DK;vegetables;Vegetables (fresh market/transplant);White cabbage: all qualities - prices per 100 kg;4191100;173,70000000000002;-16,8245
2000;Estonia;EE;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;96,8;7,00875
2000;Estonia;EE;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;79,80000000000001;7,00875
2000;Estonia;EE;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;196,4;7,00875
2000;Estonia;EE;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;86,30000000000001;7,00875
2000;Estonia;EE;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;107,1;7,00875
2000;Finland;FI;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;119,4;3,590666666666667
2000;Finland;FI;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;130,5;3,590666666666667
2000;Finland;FI;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;118,4;3,590666666666667
2000;Finland;FI;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;176,29999999999998;3,590666666666667
2000;Finland;FI;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;131,0;3,590666666666667
2000;Finland;FI;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;134,70000000000002;3,590666666666667
2000;Finland;FI;orchards;Orchards/Vineyards (perennial);Blackcurrants - prices per 100 kg;6199300;1345,5;3,590666666666667
2000;Finland;FI;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;899,8000000000001;3,590666666666667
2000;Finland;FI;orchards;Orchards/Vineyards (perennial);Strawberries in the open - prices per 100 kg;6193100;2013,2;3,590666666666667
2000;Finland;FI;rowCrops;Row crops;Early potatoes - prices per 100 kg;5110000;341,4;3,590666666666667
2000;Finland;FI;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;102,6;3,590666666666667
2000;Finland;FI;rowCrops;Row crops;Sugar beet: unit value - prices per 1000 kg;2400000;53,87;3,590666666666667
2000;Finland;FI;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;405,3;3,590666666666667
2000;Finland;FI;vegetables;Vegetables (fresh market/transplant);Cucumbers under glass: all qualities - prices per 100 kg;4194200;1078,1;3,590666666666667
2000;Finland;FI;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;425,5;3,590666666666667
2000;Finland;FI;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;985,6;3,590666666666667
2000;France;FR;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;107,7;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Dessert grapes: all varieties - prices per 100 kg;6410000;1437,4;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Durum wheat - prices per 100 kg;1120000;110,5;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;104,1;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;104,7;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;184,9;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;102,2;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;101,7;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Soya - prices per 100 kg;2130000;206,9;13,967333333333334
2000;France;FR;arable;Arable (cereals/oilseeds);Sunflowers - prices per 100 kg;2120000;186,5;13,967333333333334
2000;France;FR;industrial;Specialty industrial crops;Raw tobacco: all varieties - prices per 100 kg;2300000;780,6999999999999;13,967333333333334
2000;France;FR;orchards;Orchards/Vineyards (perennial);Apricots: all varieties - prices per 100 kg;6199100;883,3;13,967333333333334
2000;France;FR;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;279,3;13,967333333333334
2000;France;FR;orchards;Orchards/Vineyards (perennial);Dessert pears: all varieties - prices per 100 kg;6120000;496,1;13,967333333333334
2000;France;FR;orchards;Orchards/Vineyards (perennial);Peaches: all varieties - prices per 100 kg;6130000;1107,4;13,967333333333334
2000;France;FR;orchards;Orchards/Vineyards (perennial);Strawberries: all types of production - prices per 100 kg;6193000;2976,2;13,967333333333334
2000;France;FR;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;184,0;13,967333333333334
2000;France;FR;rowCrops;Row crops;Sugar beet: unit value - prices per 1000 kg;2400000;41,66;13,967333333333334
2000;France;FR;vegetables;Vegetables (fresh market/transplant);Capsicum (under glass) - prices per 100 kg;4199904;1092,9;13,967333333333334
2000;France;FR;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;144,9;13,967333333333334
2000;France;FR;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;303,29999999999995;13,967333333333334
2000;France;FR;vegetables;Vegetables (fresh market/transplant);Courgettes - prices per 100 kg;4199911;592,8;13,967333333333334
2000;France;FR;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;844,5999999999999;13,967333333333334
2000;France;FR;vegetables;Vegetables (fresh market/transplant);Green beans: all qualities - prices per 100 kg;4198100;382,8;13,967333333333334
2000;France;FR;vegetables;Vegetables (fresh market/transplant);Green peas: all qualities - prices per 100 kg;4199000;287,3;13,967333333333334
2000;Germany;DE;arable;Arable (cereals/oilseeds);Feed barley - prices per 100 kg;1310000;109,7;10,020416666666666
2000;Germany;DE;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;121,4;10,020416666666666
2000;Germany;DE;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;135,0;10,020416666666666
2000;Germany;DE;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;119,1;10,020416666666666
